,51
uMax:1,1.2740054143973818
uMax:2,1.9175233062788224
lowO2_fast_growth:1,-2.5456328067893854
lowO2_fast_growth:2,0.3985928537672082
lowCH4:1,-2.7444535694871424
lowCH4:2,-2.742680213699077
lowCH4:3,-2.2871554802074665
lowCH4:4,-2.8469996541508595
lowCH4:5,-0.7133348492458254
lowCH4:6,-0.9360596174983148
lowCH4:7,-1.4099435562528992
lowCH4:8,-1.218219131298745
MeOH:1,-2.259409209379203
MeOH:2,-3.0029568305932868
MeOH:3,-2.418775674894022
MeOH:4,-3.789607861087629
MeOH:5,-3.172915251711105
lowO2_fast_growth:3,2.0307462627241946
lowO2_fast_growth:4,0.2825646303647526
lowO2_fast_growth:5,0.2450902235975169
lowO2_fast_growth:6,0.0282139361531292
lowO2_fast_growth:7,-0.7047958687176167
uMax:3,-1.423348916605477
uMax:4,-0.3662558598291873
uMax:5,1.2768814641173878
uMax:6,-0.4668757438246328
uMax:7,-0.4163695510011302
uMax:8,-0.5439918608627864
uMax:9,-0.4277092402328497
uMax:10,0.90638847551192
uMax:11,-1.1421508813951944
uMax:12,-0.5880966065542576
lowO2_fast_growth:8,-0.8398166790543289
lowO2_fast_growth:9,-2.200645942087619
lowO2_fast_growth:10,0.5405952272088151
lowO2_fast_growth:11,-1.730414971473139
lowO2_fast_growth:12,-0.803640790632574
MeOH:6,-5.4519217723979
MeOH:7,-5.2496791268638665
NoCu:1,2.252084803302068
medCu:1,0.5070660164055164
highCu:1,0.7079384179629028
highCu:2,0.7808869868959684
highCu:3,-0.0439235138556984
highCu:4,0.0482804014681991
highCu:5,1.2889189023343866
NoCu:2,0.1780017276446989
NoCu:3,-0.9147805092933576
lowCu:1,-0.9447764023615288
lowCu:2,-0.9928764328012132
medCu:2,-0.5774719546955257
medCu:3,0.321192046099705
medCu:4,0.7668933888098013
medCu:5,0.5362834331526396
lowCu:3,-0.6748980223271372
lowCu:4,0.7456296978002583
lowCu:5,-0.8327661992268192
lowCu:6,-0.4781524790664166
lowCu:7,1.0146245735369672
lowCu:8,1.6632218610470937
medCu:6,0.5048505503989775
medCu:7,0.409364511519886
highO2_slow_growth:1,7.696230547998077
highO2_slow_growth:2,6.1511863370593005
highO2_slow_growth:3,2.3415223645065555
highO2_slow_growth:4,3.2156718733306597
NO3_lowO2_slow_growth:1,2.715808647520948
NO3_lowO2_slow_growth:2,1.5474210335673788
NO3_lowO2_slow_growth:3,1.8060756585049385
NO3_lowO2_slow_growth:4,1.4230163663240991
LanzaTech:1,4.111590464741827
LanzaTech:2,4.779006642148629
WithLanthanum:1,-3.791706586610793
NoLanthanum:1,-3.685868976279359
aa3_KO:1,4.1548455237984525
aa3_KO:2,2.5714041668521985
crotonic_acid:1,2.6346219844079424
crotonic_acid:2,-6.160559023342808
WithLanthanum:2,-1.6575454590121692
WithLanthanum:3,0.2729874591555484
NoLanthanum:2,-0.9959509012068012
NoLanthanum:3,-0.0625523132040958
WithLanthanum:4,-3.1495536221818976
WithLanthanum:5,-2.257774364689032
NoLanthanum:4,-1.4868227589431546
NoLanthanum:5,-0.684595556715787
